2.477876394987106323e-01,3.972602486610412598e-01,0.000000000000000000e+00,6.849315017461776733e-02,1.068447381258010864e-01,1.408450752496719360e-01,9.893993288278579712e-02,5.675474405288696289e-01,6.062991023063659668e-01,1.377245485782623291e-01,1.538461595773696899e-01,0.000000000000000000e+00
2.831858992576599121e-01,5.205479264259338379e-01,0.000000000000000000e+00,1.164383515715599060e-01,1.435726135969161987e-01,3.380281627178192139e-01,2.155476957559585571e-01,4.941270649433135986e-01,3.622047007083892822e-01,2.095808386802673340e-01,2.153847068548202515e-01,0.000000000000000000e+00
2.831858992576599121e-01,4.383561313152313232e-01,3.999999910593032837e-02,9.589041024446487427e-02,1.335559338331222534e-01,1.971831023693084717e-01,1.696113049983978271e-01,5.088093876838684082e-01,4.094487428665161133e-01,1.916167438030242920e-01,2.153847068548202515e-01,0.000000000000000000e+00
5.840708017349243164e-01,1.095890328288078308e-01,5.600000023841857910e-01,6.849315017461776733e-02,1.051753014326095581e-01,2.253521084785461426e-01,1.908127218484878540e-01,5.822341442108154297e-01,3.307086527347564697e-01,1.497005820274353027e-01,2.153847068548202515e-01,0.000000000000000000e+00
2.477876394987106323e-01,3.972602486610412598e-01,0.000000000000000000e+00,6.849315017461776733e-02,1.068447381258010864e-01,1.408450752496719360e-01,9.893993288278579712e-02,5.675474405288696289e-01,6.062991023063659668e-01,1.377245485782623291e-01,1.538461595773696899e-01,0.000000000000000000e+00
2.477876394987106323e-01,3.698630332946777344e-01,0.000000000000000000e+00,6.164383143186569214e-02,1.051753014326095581e-01,1.690140813589096069e-01,1.201413422822952271e-01,5.675474405288696289e-01,6.062991023063659668e-01,1.377245485782623291e-01,1.538461595773696899e-01,0.000000000000000000e+00
2.920354306697845459e-01,3.287671208381652832e-01,5.999999865889549255e-02,4.794520884752273560e-02,9.515859186649322510e-02,1.971831023693084717e-01,1.872791498899459839e-01,4.647580385208129883e-01,4.409447610378265381e-01,7.784430682659149170e-02,1.538461595773696899e-01,0.000000000000000000e+00
2.389380931854248047e-01,3.630136549472808838e-01,0.000000000000000000e+00,2.054794877767562866e-02,8.848080039024353027e-02,1.971831023693084717e-01,5.300353467464447021e-02,3.325995802879333496e-01,5.118110179901123047e-01,8.383233100175857544e-02,2.461539059877395630e-01,1.000000000000000000e+00
2.831858992576599121e-01,3.150684833526611328e-01,1.999999955296516418e-02,7.534246891736984253e-02,1.018363907933235168e-01,1.126760542392730713e-01,4.240282624959945679e-02,4.941270649433135986e-01,4.881888031959533691e-01,1.437125653028488159e-01,1.692308336496353149e-01,1.000000000000000000e+00
2.566371858119964600e-01,2.602739632129669189e-01,3.600000143051147461e-01,3.561643660068511963e-01,9.849750250577926636e-02,2.253521084785461426e-01,3.392226099967956543e-01,5.675474405288696289e-01,4.803147912025451660e-01,2.814371287822723389e-01,3.230769932270050049e-01,0.000000000000000000e+00
1.858407109975814819e-01,3.150684833526611328e-01,7.999999821186065674e-02,6.164383143186569214e-02,1.419031769037246704e-01,1.971831023693084717e-01,2.084805667400360107e-01,4.280456602573394775e-01,4.251967370510101318e-01,1.257485151290893555e-01,1.230769529938697815e-01,0.000000000000000000e+00
2.566371858119964600e-01,2.602739632129669189e-01,3.600000143051147461e-01,3.561643660068511963e-01,9.849750250577926636e-02,2.253521084785461426e-01,3.392226099967956543e-01,5.675474405288696289e-01,4.803147912025451660e-01,2.814371287822723389e-01,3.230769932270050049e-01,0.000000000000000000e+00
8.849558234214782715e-02,3.390410840511322021e-01,0.000000000000000000e+00,4.794520884752273560e-02,1.285475790500640869e-01,2.112676054239273071e-01,1.872791498899459839e-01,3.105739057064056396e-01,6.614171266555786133e-01,1.137724369764328003e-01,2.307692319154739380e-01,0.000000000000000000e+00
2.831858992576599121e-01,3.356164395809173584e-01,2.899999916553497314e-01,4.794520884752273560e-02,1.702838093042373657e-01,1.126760542392730713e-01,8.127208799123764038e-02,5.381784439086914062e-01,4.094487428665161133e-01,7.365269064903259277e-01,1.076924279332160950e-01,0.000000000000000000e+00
3.805309832096099854e-01,3.424657583236694336e-01,1.800000071525573730e-01,1.986301392316818237e-01,2.737896740436553955e-01,7.183098793029785156e-01,4.911660850048065186e-01,6.262855529785156250e-01,3.307086527347564697e-01,3.293412923812866211e-01,1.230769529938697815e-01,0.000000000000000000e+00
3.805309832096099854e-01,3.424657583236694336e-01,1.899999976158142090e-01,2.054794430732727051e-01,2.637729644775390625e-01,7.042253613471984863e-01,5.017668008804321289e-01,6.262855529785156250e-01,3.385826647281646729e-01,3.592814505100250244e-01,1.230769529938697815e-01,0.000000000000000000e+00
3.451327681541442871e-01,1.095890328288078308e-01,5.600000023841857910e-01,6.164383143186569214e-02,1.335559338331222534e-01,4.788732528686523438e-01,3.427561819553375244e-01,5.014704465866088867e-01,4.409447610378265381e-01,2.514970004558563232e-01,3.230769932270050049e-01,1.000000000000000000e+00
